ncbiTaxID	Source_ID	Name	Strain	Temp	Superkingdom	Phylum	Class	Order	Family	Genus
1648	NCTC 2422	Erysipelothrix rhusiopathiae	Solly	37	Bacteria	Bacillota	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelothrix
615	NCTC 2446	Serratia marcescens	233925	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia
633	NCTC 2477	Yersinia pseudotuberculosis	Turkey 324	30	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia
747	NCTC 2479	Pasteurella multocida	Hen 1330	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Pasteurella
158850	NCTC 2481	Providencia rustigianii	Braun	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Providencia
747	NCTC 2484	Pasteurella multocida	Guinea-pig	37	Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Pasteurella
1502	NCTC 2544	Clostridium perfringens	Steele Col 5	37	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium
1408	NCTC 2595	Bacillus pumilus	Ford 9	37	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus
1408	NCTC 2596	Bacillus pumilus	Ford 10A	37	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus
1396	NCTC 2599	Bacillus cereus	Gibson 971	37	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus
1396	NCTC 2603	Bacillus cereus	Ford 17	37	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus
28031	NCTC 2608	Bacillus sphaericus	Ford 24D	37	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Lysinibacillus
1421	NCTC 2609	Bacillus sphaericus	Ford 25	37	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Lysinibacillus
1397	NCTC 2610	Bacillus circulans	Ford 26	37	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Niallia
1393	NCTC 2611	Brevibacillus brevis	Ford 27B	37	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus
1465	NCTC 2613	Brevibacillus laterosporus	Ford 29	37	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus
1392	NCTC 2620	Bacillus anthracis	Hankow hide	37	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus
1270	NCTC 2665	Micrococcus luteus	2665	37	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Micrococcus
1280	NCTC 2669	Staphylococcus aureus	Bundaberg	37	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
1275	NCTC 2676	Kocuria rosea	ATCC 998	37	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Micrococcaceae	Kocuria
1351	NCTC 2705	Enterococcus faecalis	Hucker 15	37	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus
