GCA_016742115.1	306	Pseudomonas	Bacteria
GCA_018001355.1	306	Pseudomonas	Bacteria
GCA_018006995.1	306	Pseudomonas	Bacteria
GCA_018055685.1	306	Pseudomonas	Bacteria
GCA_018063935.1	306	Pseudomonas	Bacteria
GCA_026707805.1	306	Pseudomonas	Bacteria
GCF_019704535.1	316	Stutzerimonas	Bacteria
GCF_018394375.1	317	Pseudomonas	Bacteria
GCF_902374465.1	329	Ralstonia	Bacteria
GCF_003945765.1	333	Pseudomonas	Bacteria
GCF_009931375.1	337	Burkholderia	Bacteria
GCF_013388375.1	339	Xanthomonas	Bacteria
GCF_017301775.1	343	Xanthomonas	Bacteria
GCF_008370835.2	347	Xanthomonas	Bacteria
GCF_006539865.1	350	Zoogloea	Bacteria
GCF_002220155.1	353	Azotobacter	Bacteria
GCF_000021045.1	354	Azotobacter	Bacteria
GCF_003667905.1	358	Agrobacterium	Bacteria
GCF_018138105.1	359	Agrobacterium	Bacteria
GCA_003541435.1	361	Agrobacterium	Bacteria
GCF_013752735.1	375	Bradyrhizobium	Bacteria
GCF_900011265.1	376	Bradyrhizobium	Bacteria
GCF_003177055.1	380	Sinorhizobium	Bacteria
GCF_003148495.1	381	Mesorhizobium	Bacteria
GCF_000346065.1	382	Sinorhizobium	Bacteria
GCF_004306555.1	384	Rhizobium	Bacteria
GCF_001664385.1	396	Rhizobium	Bacteria
GCF_000330885.1	398	Rhizobium	Bacteria
GCF_000731315.1	399	Neorhizobium	Bacteria
GCF_000013705.1	405	Methylobacillus	Bacteria
GCF_000617925.1	406	Methylobacillus	Bacteria
GCF_000083545.1	408	Methylorubrum	Bacteria
GCA_003987715.1	409	Methylobacterium	Bacteria
GCA_003987805.1	409	Methylobacterium	Bacteria
GCF_022533465.1	410	Methylobacterium	Bacteria
GCF_000008325.1	414	Methylococcus	Bacteria
GCF_003113265.1	428	Methylosinus	Bacteria
GCF_000379545.1	435	Acetobacter	Bacteria
GCF_004346035.1	437	Acidomonas	Bacteria
GCF_009914215.1	438	Acetobacter	Bacteria
GCF_000583855.1	442	Gluconobacter	Bacteria
GCF_001753085.1	446	Legionella	Bacteria
GCF_900640135.1	447	Legionella	Bacteria
GCF_001467615.1	448	Legionella	Bacteria
GCF_000953655.1	449	Legionella	Bacteria
GCF_000091785.1	450	Legionella	Bacteria
GCF_000953635.1	451	Tatlockia	Bacteria
GCF_900637495.1	452	Legionella	Bacteria
GCF_900461565.1	453	Legionella	Bacteria
GCF_007361795.1	454	Legionella	Bacteria
GCF_900114725.1	455	Legionella	Bacteria
GCF_900637635.1	456	Legionella	Bacteria
GCF_900640015.1	458	Legionella	Bacteria
GCF_900452835.1	460	Legionella	Bacteria
GCF_000236145.1	463	Fluoribacter	Bacteria
GCF_900450965.1	464	Fluoribacter	Bacteria
GCF_900460175.1	466	Legionella	Bacteria
GCF_008632635.1	470	Acinetobacter	Bacteria
GCF_002055515.1	471	Acinetobacter	Bacteria
GCA_003444855.1	472	Acinetobacter	Bacteria
GCA_003513605.1	472	Acinetobacter	Bacteria
GCA_003527545.1	472	Acinetobacter	Bacteria
GCA_003532095.1	472	Acinetobacter	Bacteria
GCA_014333455.1	472	Acinetobacter	Bacteria
GCA_016463235.1	472	Acinetobacter	Bacteria
GCA_017986715.1	472	Acinetobacter	Bacteria
GCA_018002235.1	472	Acinetobacter	Bacteria
GCA_018002535.1	472	Acinetobacter	Bacteria
GCA_018002675.1	472	Acinetobacter	Bacteria
GCA_018002995.1	472	Acinetobacter	Bacteria
GCA_018003835.1	472	Acinetobacter	Bacteria
GCA_018004535.1	472	Acinetobacter	Bacteria
GCA_018005525.1	472	Acinetobacter	Bacteria
GCA_018006555.1	472	Acinetobacter	Bacteria
GCA_027319185.1	472	Acinetobacter	Bacteria
GCF_025985205.1	476	Moraxella	Bacteria
GCF_900453245.1	477	Moraxella	Bacteria
GCF_016028775.1	478	Moraxella	Bacteria
GCF_002080125.1	480	Moraxella	Bacteria
GCF_900475315.1	483	Neisseria	Bacteria
GCF_005221285.1	484	Neisseria	Bacteria
GCF_013030075.1	485	Neisseria	Bacteria
GCF_003351565.1	486	Neisseria	Bacteria
GCF_008330805.1	487	Neisseria	Bacteria
GCF_900454435.1	488	Neisseria	Bacteria
GCF_017753665.1	490	Neisseria	Bacteria
GCF_000152165.1	491	Neisseria	Bacteria
GCF_000191445.1	491	Neisseria	Bacteria
GCF_000008805.1	491	Neisseria	Bacteria
GCF_900636765.1	493	Neisseria	Bacteria
GCF_003351545.1	495	Neisseria	Bacteria
GCF_003148585.1	498	Psychrobacter	Bacteria
GCF_000021685.1	500	Thermomicrobium	Bacteria
GCF_000470255.1	504	Kingella	Bacteria
GCF_014054985.1	505	Kingella	Bacteria
GCF_000967305.2	511	Alcaligenes	Bacteria
GCA_017989955.1	512	Alcaligenes	Bacteria
GCF_900636925.1	518	Bordetella	Bacteria
GCF_004008295.1	519	Bordetella	Bacteria
GCF_004008975.1	520	Bordetella	Bacteria
GCF_000070465.1	521	Bordetella	Bacteria
GCF_015326295.1	529	Brucella	Bacteria
GCF_000019845.1	533	Beijerinckia	Bacteria
GCF_016890085.1	536	Chromobacterium	Bacteria
GCF_900451195.1	537	Iodobacter	Bacteria
GCF_000007105.1	542	Zymomonas	Bacteria
GCF_000018045.1	545	Citrobacter	Bacteria
GCF_003812345.1	546	Citrobacter	Bacteria
GCF_007632255.1	548	Klebsiella	Bacteria
GCF_019048385.1	549	Pantoea	Bacteria
GCF_023702375.1	550	Enterobacter	Bacteria
GCF_000091565.1	552	Erwinia	Bacteria
GCF_000233595.1	553	Pantoea	Bacteria
GCF_013488025.1	554	Pectobacterium	Bacteria
GCF_000023565.1	556	Dickeya	Bacteria
GCF_000008865.2	562	Escherichia	Bacteria
GCF_000005845.2	562	Escherichia	Bacteria
GCF_000262305.1	563	Shimwellia	Bacteria
GCF_020097475.1	564	Escherichia	Bacteria
GCF_011068345.1	565	Atlantibacter	Bacteria
GCF_902164725.1	566	Pseudescherichia	Bacteria
GCF_011617105.1	569	Hafnia	Bacteria
GCF_003812925.1	571	Klebsiella	Bacteria
GCF_000240185.1	573	Klebsiella	Bacteria
GCF_022637595.1	575	Raoultella	Bacteria
GCA_011525465.1	576	Klebsiella	Bacteria
GCA_027492335.1	576	Klebsiella	Bacteria
GCF_012029655.1	577	Raoultella	Bacteria
GCF_026241935.1	580	Kluyvera	Bacteria
GCF_902387845.1	582	Morganella	Bacteria
GCF_000069965.1	584	Proteus	Bacteria
GCF_000754995.1	585	Proteus	Bacteria
GCF_003204135.1	587	Providencia	Bacteria
GCF_008364325.2	614	Serratia	Bacteria
GCF_003516165.1	615	Serratia	Bacteria
GCF_002206385.2	618	Serratia	Bacteria
GCF_002290485.1	621	Shigella	Bacteria
GCF_022354085.1	622	Shigella	Bacteria
GCF_000006925.2	623	Shigella	Bacteria
GCF_013374815.1	624	Shigella	Bacteria
GCF_014295015.1	628	Xenorhabdus	Bacteria
GCF_025758635.1	630	Yersinia	Bacteria
GCF_009730055.1	631	Yersinia	Bacteria
GCF_000222975.1	632	Yersinia	Bacteria
GCF_000834295.1	633	Yersinia	Bacteria
GCF_020531725.1	634	Yersinia	Bacteria
GCF_002504285.1	636	Edwardsiella	Bacteria
GCF_004768525.1	638	Arsenophonus	Bacteria
GCF_016026875.1	644	Aeromonas	Bacteria
GCF_012931585.1	645	Aeromonas	Bacteria
GCF_000820145.1	646	Aeromonas	Bacteria
GCA_013298855.1	647	Aeromonas	Bacteria
GCA_017984555.1	647	Aeromonas	Bacteria
GCA_017985275.1	647	Aeromonas	Bacteria
GCA_017985615.1	647	Aeromonas	Bacteria
GCA_017987815.1	647	Aeromonas	Bacteria
GCA_017988655.1	647	Aeromonas	Bacteria
GCA_017991055.1	647	Aeromonas	Bacteria
GCA_018004795.1	647	Aeromonas	Bacteria
GCA_018005615.1	647	Aeromonas	Bacteria
GCA_018005985.1	647	Aeromonas	Bacteria
GCA_018006035.1	647	Aeromonas	Bacteria
GCA_018006315.1	647	Aeromonas	Bacteria
GCA_018006695.1	647	Aeromonas	Bacteria
GCA_018007015.1	647	Aeromonas	Bacteria
GCA_018007095.1	647	Aeromonas	Bacteria
GCA_018060445.1	647	Aeromonas	Bacteria
GCA_018060595.1	647	Aeromonas	Bacteria
GCA_026399235.1	647	Aeromonas	Bacteria
GCA_026399275.1	647	Aeromonas	Bacteria
GCF_014169735.1	648	Aeromonas	Bacteria
GCF_000819865.1	649	Aeromonas	Bacteria
GCF_016127195.1	650	Aeromonas	Bacteria
GCF_020423125.1	651	Aeromonas	Bacteria
GCF_001481395.1	652	Aeromonas	Bacteria
GCF_008693705.1	654	Aeromonas	Bacteria
GCF_016026615.1	656	Aeromonas	Bacteria
GCF_002954725.1	659	Photobacterium	Bacteria
GCF_003026895.1	661	Photobacterium	Bacteria
GCF_023650915.1	663	Vibrio	Bacteria
GCF_008369605.1	666	Vibrio	Bacteria
GCF_000020845.1	668	Aliivibrio	Bacteria
GCF_000770115.1	669	Vibrio	Bacteria
GCF_000196095.1	670	Vibrio	Bacteria
GCF_000467125.1	671	Vibrio	Bacteria
GCF_002204915.1	672	Vibrio	Bacteria
GCF_001558255.2	673	Grimontia	Bacteria
GCF_000176375.1	674	Vibrio	Bacteria
GCF_900460255.1	675	Vibrio	Bacteria
GCF_001558415.2	676	Vibrio	Bacteria
GCF_002906475.1	680	Vibrio	Bacteria
GCF_002892925.1	685	Vibrio	Bacteria
GCF_002196515.1	687	Vibrio	Bacteria
GCF_013364395.1	689	Vibrio	Bacteria
GCF_001456255.1	691	Vibrio	Bacteria
GCF_001591105.1	693	Vibrio	Bacteria
GCF_020991025.1	703	Plesiomonas	Bacteria
GCF_023518055.1	714	Aggregatibacter	Bacteria
GCF_900638445.1	715	Actinobacillus	Bacteria
GCF_000739435.1	716	Actinobacillus	Bacteria
GCF_000374285.1	717	Actinobacillus	Bacteria
GCF_000801145.1	718	Actinobacillus	Bacteria
GCF_900444945.1	720	Actinobacillus	Bacteria
GCF_900445015.1	723	Actinobacillus	Bacteria
GCF_000931575.1	727	Haemophilus	Bacteria
GCF_011765605.1	728	Avibacterium	Bacteria
GCF_000191405.1	729	Haemophilus	Bacteria
GCF_001647695.1	730	Haemophilus	Bacteria
GCF_900636915.1	732	Aggregatibacter	Bacteria
GCF_002015115.1	734	Haemophilus	Bacteria
GCF_016889385.1	735	Haemophilus	Bacteria
GCF_017352235.1	738	Glaesserella	Bacteria
GCF_900476035.1	739	Aggregatibacter	Bacteria
GCF_002073255.2	747	Pasteurella	Bacteria
GCF_000772265.1	750	Gallibacterium	Bacteria
GCF_020810675.1	753	Pasteurella	Bacteria
GCF_004362535.1	755	Avibacterium	Bacteria
GCF_900454705.1	761	Pasteurella	Bacteria
GCF_009498695.1	774	Bartonella	Bacteria
GCF_000007025.1	781	Rickettsia	Bacteria
GCF_000277165.1	782	Rickettsia	Bacteria
GCF_000017445.4	783	Rickettsia	Bacteria
GCF_000277285.1	785	Rickettsia	Bacteria
GCF_000284155.1	787	Rickettsia	Bacteria
GCF_000008725.1	813	Chlamydia	Bacteria
GCF_016889925.1	817	Bacteroides	Bacteria
GCF_014131755.1	818	Bacteroides	Bacteria
GCF_018292165.1	820	Bacteroides	Bacteria
GCF_020885855.1	821	Phocaeicola	Bacteria
GCF_012273055.1	823	Parabacteroides	Bacteria
GCF_001190745.1	824	Campylobacter	Bacteria
GCF_013372225.1	827	Campylobacter	Bacteria
GCF_900129945.1	831	Butyrivibrio	Bacteria
GCF_000146505.1	833	Fibrobacter	Bacteria
GCF_000010505.1	837	Porphyromonas	Bacteria
GCF_018389405.1	839	Prevotella	Bacteria
GCF_000378085.1	840	Hoylesella	Bacteria
GCF_000196135.1	844	Wolinella	Bacteria
GCF_003019695.1	849	Fusobacterium	Bacteria
GCF_001457555.1	851	Fusobacterium	Bacteria
GCF_003019655.1	856	Fusobacterium	Bacteria
GCF_900450765.1	858	Fusobacterium	Bacteria
GCF_003732525.1	859	Fusobacterium	Bacteria
GCF_000160475.1	860	Fusobacterium	Bacteria
GCF_003019675.1	861	Fusobacterium	Bacteria
GCF_014076555.1	865	Pectinatus	Bacteria
GCF_000015345.1	870	Dichelobacter	Bacteria
GCF_000212675.2	873	Desulfocurvibacter	Bacteria
GCF_017815575.1	876	Desulfovibrio	Bacteria
GCF_000179555.1	878	Solidesulfovibrio	Bacteria
GCF_000468495.1	879	Megalodesulfovibrio	Bacteria
GCF_000023445.1	880	Maridesulfovibrio	Bacteria
GCF_000015485.1	881	Desulfovibrio	Bacteria
GCF_000195755.1	882	Desulfovibrio	Bacteria
GCA_003513425.1	885	Desulfovibrio	Bacteria
GCA_021201995.1	885	Desulfovibrio	Bacteria
GCF_000420485.1	889	Paucidesulfovibrio	Bacteria
GCF_013371475.1	891	Desulfuromonas	Bacteria
GCF_000186885.1	894	Desulfobulbus	Bacteria
GCF_002009335.2	897	Desulfococcus	Bacteria
GCF_000023225.1	899	Desulfomicrobium	Bacteria
GCF_902373865.1	901	Desulfovibrio	Bacteria
GCF_000025305.1	905	Acidaminococcus	Bacteria
GCF_003006415.1	907	Megasphaera	Bacteria
GCF_000013885.1	912	Nitrobacter	Bacteria
GCF_000012725.1	913	Nitrobacter	Bacteria
GCF_013462805.1	920	Acidithiobacillus	Bacteria
GCF_000092925.1	921	Starkeya	Bacteria
GCF_023555375.1	923	Guyparkeria	Bacteria
GCF_002028405.1	926	Thiomonas	Bacteria
GCF_000024765.1	927	Halothiobacillus	Bacteria
GCF_000423825.1	929	Thermithiobacillus	Bacteria
GCF_009662475.1	930	Acidithiobacillus	Bacteria
GCF_000373385.1	931	Thiobacillus	Bacteria
GCF_000164905.1	940	Hydrogenobacter	Bacteria
GCF_000691605.1	959	Bdellovibrio	Bacteria
GCF_006874605.1	960	Bacteriovorax	Bacteria
GCF_006378125.1	964	Herbaspirillum	Bacteria
GCF_001995095.2	966	Oceanospirillum	Bacteria
GCF_000424065.1	971	Selenomonas	Bacteria
GCF_000190595.1	979	Cellulophaga	Bacteria
GCF_000517085.1	982	Saccharicrinis	Bacteria
GCF_900142775.1	983	Flavobacterium	Bacteria
GCF_000023825.1	984	Pedobacter	Bacteria
GCF_000014145.1	985	Cytophaga	Bacteria
GCF_000016645.1	986	Flavobacterium	Bacteria
GCF_000430645.1	987	Aquimarina	Bacteria
GCF_003254275.1	990	Breznakibacter	Bacteria
GCF_002217335.1	991	Flavobacterium	Bacteria
GCF_000242635.2	995	Solitalea	Bacteria
GCF_014844295.1	996	Flavobacterium	Bacteria
GCF_000183425.1	1006	Marivirga	Bacteria
GCF_000250635.1	1008	Saprospira	Bacteria
GCF_900637795.1	1014	Weeksella	Bacteria
GCF_900445655.1	1015	Bergeyella	Bacteria
GCF_002302415.1	1017	Capnocytophaga	Bacteria
GCF_000023285.1	1018	Capnocytophaga	Bacteria
GCF_002302495.1	1019	Capnocytophaga	Bacteria
GCF_900177665.1	1028	Marivirga	Bacteria
GCF_000260135.1	1031	Thiothrix	Bacteria
GCF_000336555.1	1034	Afipia	Bacteria
GCF_900445155.1	1035	Afipia	Bacteria
GCF_000715015.1	1044	Erythrobacter	Bacteria
GCF_004343155.1	1048	Marichromatium	Bacteria
GCF_000025485.1	1049	Allochromatium	Bacteria
GCF_002356555.2	1052	Halorhodospira	Bacteria
GCF_000015585.1	1053	Halorhodospira	Bacteria
GCF_900106925.1	1058	Thiocapsa	Bacteria
GCF_000021865.1	1061	Rhodobacter	Bacteria
GCF_000021005.1	1063	Cereibacter	Bacteria
GCF_002937115.1	1071	Rhodopila	Bacteria
GCF_900187365.1	1074	Rhodoblastus	Bacteria
GCF_016584445.1	1076	Rhodopseudomonas	Bacteria
GCF_001402875.1	1079	Blastochloris	Bacteria
GCF_000284415.1	1084	Pararhodospirillum	Bacteria
GCF_000225955.1	1085	Rhodospirillum	Bacteria
GCF_004341375.1	1086	Rhodothalassium	Bacteria
GCF_000515255.1	1087	Rhodovibrio	Bacteria
GCF_000020465.1	1092	Chlorobium	Bacteria
GCF_000015125.1	1096	Chlorobium	Bacteria
GCF_000006985.1	1097	Chlorobaculum	Bacteria
GCF_006265245.1	1098	Prosthecochloris	Bacteria
GCF_000012485.1	1100	Pelodictyon	Bacteria
GCF_000020625.1	1102	Prosthecochloris	Bacteria
GCF_000018865.1	1108	Chloroflexus	Bacteria
GCF_001663175.1	1112	Erythrobacter	Bacteria
GCF_001578075.1	1126	Microcystis	Bacteria
GCF_904830935.1	1160	Planktothrix	Bacteria
GCF_000317695.1	1165	Anabaena	Bacteria
GCF_002142475.1	1184	Leptolyngbya	Bacteria
GCF_009708955.1	1238	Piscirickettsia	Bacteria
GCF_000298875.1	1244	Leuconostoc	Bacteria
GCF_009913915.1	1245	Leuconostoc	Bacteria
GCF_007954605.1	1246	Leuconostoc	Bacteria
GCF_020510245.1	1247	Oenococcus	Bacteria
GCF_015689215.1	1249	Weissella	Bacteria
GCF_004354645.1	1251	Leuconostoc	Bacteria
GCF_007954525.1	1252	Leuconostoc	Bacteria
GCF_013127755.1	1254	Pediococcus	Bacteria
GCF_000014505.1	1255	Pediococcus	Bacteria
GCF_016791605.1	1258	Peptoniphilus	Bacteria
GCF_900454605.1	1261	Peptostreptococcus	Bacteria
GCF_000179635.2	1264	Ruminococcus	Bacteria
GCF_902362755.1	1267	Sarcina	Bacteria
GCF_019890915.1	1270	Micrococcus	Bacteria
GCF_006539885.1	1272	Kocuria	Bacteria
GCF_900163825.1	1273	Micrococcus	Bacteria
GCF_000725405.1	1274	Dermacoccus	Bacteria
GCF_004358895.1	1275	Kocuria	Bacteria
GCF_900452405.1	1276	Kytococcus	Bacteria
GCF_000013425.1	1280	Staphylococcus	Bacteria
GCF_900458435.1	1281	Staphylococcus	Bacteria
GCF_006094375.1	1282	Staphylococcus	Bacteria
GCF_001611955.1	1283	Staphylococcus	Bacteria
GCF_000816085.1	1284	Staphylococcus	Bacteria
GCF_900458545.1	1285	Staphylococcus	Bacteria
GCF_025561465.1	1286	Staphylococcus	Bacteria
GCF_000709415.1	1288	Staphylococcus	Bacteria
GCF_003812505.1	1290	Staphylococcus	Bacteria
GCF_003571725.1	1292	Staphylococcus	Bacteria
GCF_900187005.1	1294	Staphylococcus	Bacteria
GCF_902374935.1	1295	Staphylococcus	Bacteria
GCF_002209165.2	1296	Mammaliicoccus	Bacteria
GCF_020546685.1	1299	Deinococcus	Bacteria
GCF_901544385.1	1302	Streptococcus	Bacteria
GCF_900637025.1	1303	Streptococcus	Bacteria
GCF_902858935.1	1304	Streptococcus	Bacteria
GCF_000191105.1	1305	Streptococcus	Bacteria
GCA_003454475.1	1306	Streptococcus	Bacteria
GCA_003497325.1	1306	Streptococcus	Bacteria
GCA_003507135.1	1306	Streptococcus	Bacteria
GCA_003542835.1	1306	Streptococcus	Bacteria
GCA_019414935.1	1306	Streptococcus	Bacteria
GCF_000026745.1	1307	Streptococcus	Bacteria
GCF_903886475.1	1308	Streptococcus	Bacteria
GCF_009738105.1	1309	Streptococcus	Bacteria
GCF_003172975.1	1310	Streptococcus	Bacteria
GCF_001552035.1	1311	Streptococcus	Bacteria
GCF_002076835.1	1313	Streptococcus	Bacteria
GCF_900475035.1	1314	Streptococcus	Bacteria
GCF_900459175.1	1317	Streptococcus	Bacteria
GCF_900459355.1	1318	Streptococcus	Bacteria
GCF_900459315.1	1323	Faecalicoccus	Bacteria
GCF_900459045.1	1326	Streptococcus	Bacteria
GCF_001412635.1	1328	Streptococcus	Bacteria
GCF_010993845.2	1329	Streptococcus	Bacteria
GCF_900459215.1	1333	Streptococcus	Bacteria
GCF_003967135.1	1334	Streptococcus	Bacteria
GCF_008693725.1	1334	Streptococcus	Bacteria
GCF_016128095.1	1334	Streptococcus	Bacteria
GCF_016128135.1	1334	Streptococcus	Bacteria
GCF_016724885.1	1334	Streptococcus	Bacteria
GCF_019856435.1	1334	Streptococcus	Bacteria
GCF_026692645.1	1334	Streptococcus	Bacteria
GCF_028215935.1	1334	Streptococcus	Bacteria
GCF_028471605.1	1334	Streptococcus	Bacteria
GCF_901543725.1	1334	Streptococcus	Bacteria
GCF_900635345.1	1334	Streptococcus	Bacteria
GCF_012844385.1	1334	Streptococcus	Bacteria
GCF_012844405.1	1334	Streptococcus	Bacteria
GCF_013004125.1	1334	Streptococcus	Bacteria
GCF_014192695.1	1334	Streptococcus	Bacteria
GCF_014192895.1	1334	Streptococcus	Bacteria
GCF_022532125.1	1334	Streptococcus	Bacteria
GCF_900474785.1	1334	Streptococcus	Bacteria
GCF_900475145.1	1334	Streptococcus	Bacteria
GCF_900475185.1	1334	Streptococcus	Bacteria
GCF_900475255.1	1334	Streptococcus	Bacteria
GCF_900475725.1	1334	Streptococcus	Bacteria
GCF_900636815.1	1334	Streptococcus	Bacteria
GCF_901542365.1	1334	Streptococcus	Bacteria
GCF_901543615.1	1334	Streptococcus	Bacteria
GCF_901543995.1	1334	Streptococcus	Bacteria
GCF_901544215.1	1334	Streptococcus	Bacteria
GCF_000493775.1	1334	Streptococcus	Bacteria
GCF_000317855.1	1334	Streptococcus	Bacteria
GCF_000188715.1	1334	Streptococcus	Bacteria
GCF_000010705.1	1334	Streptococcus	Bacteria
GCF_000307185.1	1334	Streptococcus	Bacteria
GCF_900102715.1	1335	Streptococcus	Bacteria
GCF_015689455.1	1336	Streptococcus	Bacteria
GCF_900459405.1	1337	Streptococcus	Bacteria
GCF_900475975.1	1338	Streptococcus	Bacteria
GCF_901553735.1	1340	Streptococcus	Bacteria
GCF_008803015.1	1341	Streptococcus	Bacteria
GCF_900475025.1	1345	Streptococcus	Bacteria
GCF_002900385.1	1348	Streptococcus	Bacteria
GCF_900460135.1	1349	Streptococcus	Bacteria
GCF_000393015.1	1351	Enterococcus	Bacteria
GCF_009734005.1	1352	Enterococcus	Bacteria
GCF_003320875.1	1353	Enterococcus	Bacteria
GCF_002278015.2	1354	Enterococcus	Bacteria
GCF_000407225.1	1355	Enterococcus	Bacteria
GCF_000407605.1	1356	Enterococcus	Bacteria
